drugName,avg_sentiment,avg_rating,review_count,avg_usefulness,demand,demand_scaled,effectiveness_score,sentiment_per_review,engagement_score,popularity,top_side_effects,sentiment_rating_proxy,sentiment_usefulness,rating_variation_proxy,insights,actions,performance_score,risk_score,opportunity_score,drug_category
Doryx,0.1407594594594594,7.648648648648648,37,21.56756756756757,283.21108108108103,0.0259719552168577,7.648648648648648,0.0037041963015647,798.0,high,"[('pain', 5), ('dizziness', 1), ('anxiety', 1)]",5.208099999999997,3.0358391526661785,1.6395209580838324,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.3568879264971327,0.4541771989217983,0.5603971495318054,High Performer
Dorzolamide,0.9778,10.0,1,6.0,143.78,0.0162029103746814,10.0,0.4889,6.0,low,[],0.9778,5.8668,0.1428571428571428,[],[],3.3941607610649527,0.016947521605412626,0.9838320648917454,High Performer
Dorzolamide / timolol,-0.4767,7.0,1,0.0,-5.670000000000002,0.0057319039079507,7.0,-0.23835,0.0,low,[],-0.4767,-0.0,1.0,['Negative patient sentiment detected'],['Investigate patient complaints'],1.9092000868323948,0.7384558948111544,0.26184985527934207,High Performer
Dostinex,-0.07698,10.0,5,28.6,98.502,0.0130305702555738,10.0,-0.01283,143.0,medium,"[('headache', 1)]",-0.3849,-2.2016280000000004,0.1689189189189189,['Negative patient sentiment detected'],['Investigate patient complaints'],2.971291189918069,0.5663878951084029,0.4580380168032181,High Performer
Dovonex,0.0841,7.125,8,26.875,137.16,0.0157390892785974,7.125,0.0093444444444444,215.0,medium,[],0.6728,2.2601875,0.2869955156950672,[],[],2.174040756625879,0.48451486183851633,0.5372154056235345,High Performer
Doxazosin,-0.1297454545454545,6.636363636363637,11,45.90909090909091,139.84363636363636,0.0159271145293032,6.636363636363637,-0.0108121212121212,505.0,medium,"[('pain', 2), ('dry mouth', 1), ('headache', 1)]",-1.4271999999999996,-5.956495867768592,0.2344961240310077,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.941968421155424,0.6099697146060373,0.4301980859530812,High Performer
Doxepin,0.0250736363636363,6.5636363636363635,110,40.25454545454546,635.0164545454545,0.050620709586721,6.5636363636363635,0.0002258886158886,4428.0,high,"[('insomnia', 32), ('anxiety', 22), ('weight gain', 11)]",2.758099999999993,1.0093278347107413,2.6663728514764213,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",1.992550140452236,0.5376327071739013,0.4901538568220305,High Performer
Doxy 100,-0.2209857142857142,7.857142857142857,7,22.857142857142858,86.61571428571429,0.0121977741727388,7.857142857142857,-0.0276232142857142,160.0,medium,"[('pain', 3), ('nausea', 2), ('vomiting', 1)]",-1.5468999999999995,-5.051102040816325,0.2934131736526946,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.2705803817750247,0.633106984799064,0.38645412561305387,High Performer
Doxycycline,0.0094890134529147,7.161434977578475,446,19.757847533632287,2291.464596412556,0.1666774456542651,7.161434977578475,2.122821801546913e-05,8812.0,high,"[('nausea', 62), ('pain', 59), ('headache', 29)]",4.2320999999999565,0.1874824810472743,21.485850075610283,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.2006876115667198,0.5613916101810021,0.4239753185397717,High Performer
Doxylamine,0.1366078431372549,7.215686274509804,51,34.0,355.6607843137255,0.0310480429456081,7.215686274509804,0.0026270739064856,1734.0,high,"[('insomnia', 12), ('anxiety', 5), ('dry mouth', 2)]",6.9670000000000005,4.644666666666667,1.457142857142857,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.226870785258641,0.4696325989677036,0.5557676454839641,High Performer
Doxylamine / pyridoxine,-0.0053761904761904,6.738095238095238,42,5.095238095238095,253.65285714285716,0.0239009993520052,6.738095238095238,-0.0001250276854928,214.0,high,"[('nausea', 27), ('vomiting', 15), ('fatigue', 3)]",-0.2257999999999968,-0.0273929705215415,6.890625,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.0246425251449947,0.5120115032350313,0.48837118825040543,High Performer
Dramamine,0.3021555555555555,9.555555555555555,18,31.055555555555557,194.32666666666665,0.0197443922986583,9.555555555555555,0.0159029239766081,559.0,high,"[('nausea', 10), ('vomiting', 4), ('anxiety', 3)]",5.438799999999999,9.383608641975307,0.5615251299826689,['Multiple side effects reported'],['Review drug safety profile'],2.9916386465873313,0.38054656380439167,0.644228181613707,High Performer
Dramamine Less Drowsy,0.1531,9.0,1,28.0,120.31,0.0145585174554832,9.0,0.07655,28.0,low,[],0.1531,4.2868,0.0344827586206896,[],[],2.763784400916153,0.45035015318436,0.5723093318064119,High Performer
Drixoral Cold and Allergy,0.0327047619047618,10.0,21,10.857142857142858,161.98476190476188,0.0174784017071006,10.0,0.00148658008658,228.0,high,"[('headache', 3), ('pain', 1)]",0.6867999999999977,0.3550802721088424,1.7710843373493974,[],[],3.016507672998903,0.4962610204714688,0.5106427672240501,High Performer
Dronabinol,-0.05659375,7.875,16,22.875,151.090625,0.0167151191512009,7.875,-0.003329044117647,366.0,high,"[('nausea', 10), ('pain', 8), ('vomiting', 4)]",-0.9055,-1.29458203125,0.6701570680628273,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.3430578713296657,0.5518811441315781,0.46637750611722334,High Performer
Dronedarone,-0.1658599999999999,6.266666666666667,15,23.133333333333333,129.68066666666667,0.0152150601872614,6.266666666666667,-0.0103662499999999,347.0,high,"[('fatigue', 1), ('nausea', 1), ('headache', 1)]",-2.4878999999999984,-3.836894666666664,0.6215469613259669,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.816398578398088,0.6066555832518432,0.41249903600318644,High Performer
Droperidol,-0.7592,2.5,2,1.5,-45.92,0.002911843618316,2.5,-0.2530666666666666,3.0,low,"[('nausea', 2), ('vomiting', 1)]",-1.5184,-1.1388,0.8,['Negative patient sentiment detected'],['Investigate patient complaints'],0.4453488513833452,0.881247196320873,0.12201858102775803,High Risk
Drospirenone / estradiol,-0.0105625,7.0,8,36.125,117.19375,0.0143401817318168,7.0,-0.0011736111111111,289.0,medium,"[('pain', 3), ('weight gain', 2), ('sweating', 1)]",-0.0845,-0.3815703125,0.2154882154882154,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.0982534962585606,0.5406977864796646,0.4905879229023994,High Performer
Drospirenone / ethinyl estradiol,-0.0393461654135338,6.344360902255639,665,10.78796992481203,3391.6413233082703,0.2437597984269091,6.344360902255639,-5.907832644674745e-05,7174.0,high,"[('pain', 87), ('weight gain', 87), ('headache', 59)]",-26.165199999999977,-0.4244652491378819,56.41344559255007,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",1.959298632458146,0.6004165483203379,0.3607788707151201,High Performer
Drospirenone / ethinyl estradiol / levomefolate calcium,0.0260116666666666,6.925,120,11.15,652.9011666666667,0.0518737770760273,6.925,0.0002149724517906,1338.0,high,"[('weight gain', 25), ('headache', 15), ('pain', 12)]",3.121399999999992,0.2900300833333326,9.876543209876544,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.101712682015548,0.5103714004645072,0.4899924744185302,High Performer
Drysol,0.2146552380952381,9.257142857142858,105,11.952380952380953,614.3702857142857,0.049174164472339,9.257142857142858,0.0020250494159928,1255.0,high,"[('sweating', 47), ('pain', 10), ('rash', 4)]",22.5388,2.565641179138322,8.106617647058824,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.875998089425492,0.4152290212454732,0.585672390640053,High Performer
Duac,0.4524550561797753,7.617977528089888,89,16.235955056179776,559.717415730337,0.0453449871218719,7.617977528089888,0.0050272784019975,1445.0,high,"[('pain', 5)]",40.2685,7.346039957076127,5.163624511082138,['High market demand'],['Increase production and distribution'],2.4782125804198727,0.29873390919966364,0.7064986955548945,High Performer
Duavee,0.0134399999999999,9.4,5,17.2,77.74399999999999,0.0115761898458287,9.4,0.0022399999999999,86.0,medium,"[('anxiety', 1), ('pain', 1)]",0.0671999999999995,0.2311679999999982,0.2747252747252747,[],[],2.827020185062134,0.510268804199312,0.5039796915631093,High Performer
Duet DHA,0.0824999999999999,7.0,2,11.5,61.24999999999999,0.0104205606677608,7.0,0.0274999999999999,23.0,low,"[('nausea', 1)]",0.1649999999999998,0.9487499999999988,0.16,['Underrated drug opportunity'],['Increase marketing efforts'],2.134295358292032,0.4699665743113038,0.53909106951328,High Performer
Duexis,-0.5174333333333333,6.5,6,11.0,30.256666666666668,0.0082490558584006,6.5,-0.0739190476190476,66.0,medium,"[('pain', 5), ('diarrhea', 2), ('weight gain', 1)]",-3.1045999999999996,-5.691766666666666,0.5,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.743666556039008,0.7698783513230659,0.24021685104609758,High Performer
Dulaglutide,-0.1562983695652174,6.0,184,19.179347826086957,979.728858695652,0.074772504923081,6.0,-0.0008448560517038,3529.0,high,"[('nausea', 74), ('diarrhea', 40), ('pain', 37)]",-28.7589,-2.997700794541588,9.1182332345812,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",1.7582006505584749,0.6159872729307683,0.3873174845764544,High Performer
Dulcolax,-0.3530898601398601,5.7622377622377625,286,11.98951048951049,1443.670034965035,0.1072778984118689,5.7622377622377625,-0.001230278258327,3429.0,high,"[('pain', 157), ('constipation', 81), ('diarrhea', 71)]",-100.98369999999998,-4.233374581886644,22.01776581426649,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",1.6179671389133445,0.7183040618394824,0.27256881276680345,High Performer
Dulcolax Laxative,-0.1819136363636364,7.181818181818182,22,6.2272727272727275,107.26318181818182,0.0136444102788216,7.181818181818182,-0.0079092885375494,137.0,high,"[('constipation', 10), ('pain', 9), ('diarrhea', 4)]",-4.0021,-1.1328258264462812,3.044025157232704,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.084048477583639,0.5992456166848891,0.4052623858454494,High Performer
Dulera,0.2029105263157894,5.368421052631579,19,21.210526315789473,159.71210526315787,0.0173191711792258,5.368421052631579,0.0101455263157894,403.0,high,"[('insomnia', 3), ('pain', 2), ('rash', 1)]",3.855299999999999,4.303839058171744,0.8554502369668247,['Multiple side effects reported'],['Review drug safety profile'],1.6950682308037976,0.4208538926232126,0.5958257556778807,High Performer
Duloxetine,-0.2819267912772586,6.845794392523365,642,46.113707165109034,3276.034735202492,0.235659983561387,6.845794392523365,-0.0004384553519086,29605.0,high,"[('pain', 277), ('anxiety', 203), ('nausea', 82)]",-180.99700000000004,-13.00068949495832,13.62660759744768,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.010251499355972,0.7530758138399558,0.24356344084492687,High Performer
DuoNeb,0.775,9.0,1,46.0,207.5,0.0206673635835143,9.0,0.3875,46.0,low,[],0.775,35.65,0.0212765957446808,[],[],3.014388356662802,0.1566250335671351,0.880186072228663,High Performer
Dupilumab,0.3051818181818181,9.0,11,23.545454545454547,154.60909090909092,0.0169616355733291,9.0,0.0254318181818181,259.0,medium,[],3.3569999999999993,7.185644628099173,0.4481481481481481,[],[],2.8253425096063207,0.3711054692819835,0.6471412718682528,High Performer
Dupixent,0.2790545454545454,8.363636363636363,11,18.545454545454547,165.99636363636364,0.0177594690050167,8.363636363636363,0.0232545454545454,204.0,medium,[],3.069599999999999,5.175193388429752,0.5627906976744186,[],[],2.6242233356985802,0.3793844166504045,0.6336762586841838,High Performer
Duragesic,-0.2067214285714285,7.964285714285714,28,43.82142857142857,235.97071428571428,0.0226621245965498,7.964285714285714,-0.0071283251231527,1227.0,high,"[('pain', 21), ('sweating', 1), ('anxiety', 1)]",-5.788199999999998,-9.058828316326528,0.6247011952191235,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.311587618309008,0.648260150406099,0.38832182662784476,High Performer
Duramorph,-0.7294,2.5,2,8.0,-25.94,0.0043117145397297,2.5,-0.2431333333333333,16.0,low,"[('pain', 1)]",-1.4588,-5.8352,0.2222222222222222,['Negative patient sentiment detected'],['Investigate patient complaints'],0.4576914025453827,0.872567292014653,0.13621432909102882,High Risk
Durezol,-0.442525,7.75,4,15.25,42.2475,0.0090891769248096,7.75,-0.088505,61.0,medium,"[('pain', 1)]",-1.7701,-6.74850625,0.2461538461538461,['Negative patient sentiment detected'],['Investigate patient complaints'],2.1488834799908996,0.7362793806800237,0.2772483666818335,High Performer
Dutasteride,0.05975,8.214285714285714,14,88.57142857142857,286.11785714285713,0.0261756144402782,8.214285714285714,0.0039833333333333,1240.0,high,"[('pain', 1)]",0.8365,5.292142857142856,0.1562998405103668,['High market demand'],['Increase production and distribution'],2.494236736959157,0.5563648752714022,0.5197899622109274,High Performer
Dutasteride / tamsulosin,-0.120775,5.0,4,35.0,94.9225,0.0127797775647229,5.0,-0.024155,140.0,medium,"[('pain', 2), ('weakness', 1), ('dizziness', 1)]",-0.4831,-4.227125,0.1111111111111111,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.4536974881220472,0.5943039022111242,0.4362666864632543,High Performer
Dyanavel XR,0.1388,6.333333333333333,3,7.0,46.88,0.0094137465966539,6.333333333333333,0.0347,21.0,medium,[],0.4164,0.9716,0.375,['Underrated drug opportunity'],['Increase marketing efforts'],1.9565114513751911,0.43761624902676416,0.567747581041348,High Performer
Dyazide,0.303,4.333333333333333,3,33.666666666666664,149.63333333333333,0.0166130160366771,4.333333333333333,0.07575,101.0,medium,"[('vomiting', 1)]",0.909,10.201,0.0865384615384615,[],[],1.4243645514954728,0.3810345903345792,0.6462257475075451,High Performer
Dymista,-0.0895055555555555,6.916666666666667,36,10.47222222222222,236.99388888888888,0.0227338119025815,6.916666666666667,-0.002419069069069,376.9999999999999,high,"[('headache', 8), ('pain', 3), ('nausea', 2)]",-3.222199999999998,-0.9373220679012338,3.138014527845037,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.0442098920493392,0.558586256263754,0.44689369843628685,High Performer
Dynacin,0.2609,8.0,1,10.0,83.09,0.01195074990318,8.0,0.13045,10.0,low,[],0.2609,2.609,0.0909090909090909,[],[],2.506117246048734,0.37922527280158486,0.627521256585444,High Performer
